Run,Dataset,Classifier,Classifier_accuracy,Classifier_time,DESFH_accuracy,DESFH_time,EnsemblePruneFH_accuracy,EnsemblePruneFH_time,Number_of_hyperboxes,Ensemble_members_removed,n_estimators,overlap_threshold,threshold_remove
3,pima,BaggingClassifier,0.73958,0.20017,0.73958,2.08366,0.73958,0.68717,1233,0,100,0.05,0.1
3,pima,RandomForestClassifier,0.75521,0.14412,0.75521,2.32598,0.75521,0.68641,1303,1,100,0.05,0.1
3,pima,AdaBoostClassifier,0.77604,0.14206,0.56771,5.23642,0.64583,0.93032,1510,4,100,0.05,0.1
4,pima,BaggingClassifier,0.75521,0.19867,0.75521,2.22973,0.76562,0.646,1117,9,100,0.05,0.1
4,pima,RandomForestClassifier,0.75,0.13552,0.75,2.32793,0.75521,0.56911,1083,5,100,0.05,0.1
4,pima,AdaBoostClassifier,0.73438,0.14401,0.70833,5.21655,0.71875,0.69414,1194,2,100,0.05,0.1
5,pima,BaggingClassifier,0.75521,0.1878,0.75521,1.97373,0.75521,0.8385,1420,0,100,0.05,0.1
5,pima,RandomForestClassifier,0.76042,0.1354,0.76042,2.28488,0.76042,0.85961,1460,0,100,0.05,0.1
5,pima,AdaBoostClassifier,0.72396,0.14084,0.71875,5.10556,0.71875,1.07767,1587,0,100,0.05,0.1
6,pima,BaggingClassifier,0.79688,0.20752,0.79688,2.17876,0.79688,0.77792,1232,0,100,0.05,0.1
6,pima,RandomForestClassifier,0.80208,0.132,0.80208,2.42495,0.80208,0.73759,1276,0,100,0.05,0.1
6,pima,AdaBoostClassifier,0.78646,0.13325,0.76562,5.07883,0.75521,1.06889,1598,1,100,0.05,0.1
7,pima,BaggingClassifier,0.76562,0.19867,0.76562,2.02948,0.76562,0.916,1544,0,100,0.05,0.1
7,pima,RandomForestClassifier,0.76562,0.14307,0.76562,2.38796,0.76562,0.90695,1588,0,100,0.05,0.1
7,pima,AdaBoostClassifier,0.71354,0.18093,0.70833,4.93289,0.70833,1.12202,1791,0,100,0.05,0.1
8,pima,BaggingClassifier,0.8125,0.19998,0.8125,2.39354,0.8125,0.94844,1516,0,100,0.05,0.1
8,pima,RandomForestClassifier,0.79167,0.14288,0.79167,2.42529,0.79167,0.96651,1510,0,100,0.05,0.1
8,pima,AdaBoostClassifier,0.77083,0.13678,0.63021,5.14453,0.63021,0.81407,1767,0,100,0.05,0.1
9,pima,BaggingClassifier,0.76042,0.19619,0.76042,2.05374,0.75521,0.4823,908,10,100,0.05,0.1
9,pima,RandomForestClassifier,0.75,0.14302,0.75,2.11113,0.75521,0.45788,877,18,100,0.05,0.1
9,pima,AdaBoostClassifier,0.64062,0.13128,0.69792,5.04678,0.39062,0.59884,1005,25,100,0.05,0.1
10,pima,BaggingClassifier,0.74479,0.20304,0.74479,1.93158,0.74479,0.5633,1040,1,100,0.05,0.1
10,pima,RandomForestClassifier,0.72396,0.14494,0.72396,2.07345,0.72396,0.54957,1026,2,100,0.05,0.1
10,pima,AdaBoostClassifier,0.6875,0.13043,0.65104,4.98846,0.67188,0.82899,1298,3,100,0.05,0.1
1,pima,BaggingClassifier,0.71354,0.20067,0.71354,2.07838,0.71354,0.76159,1365,1,100,0.1,0.01
1,pima,RandomForestClassifier,0.75,0.1185,0.75,2.52317,0.75,0.86551,1462,0,100,0.1,0.01
1,pima,AdaBoostClassifier,0.73958,0.16996,0.65104,5.21856,0.65104,0.97651,1663,0,100,0.1,0.01
2,pima,BaggingClassifier,0.73958,0.19285,0.73958,2.33278,0.74479,0.63314,1125,4,100,0.1,0.01
2,pima,RandomForestClassifier,0.77604,0.12594,0.77604,2.47543,0.77083,0.57709,1137,2,100,0.1,0.01
2,pima,AdaBoostClassifier,0.71354,0.13739,0.67708,5.40838,0.65104,0.72547,1335,7,100,0.1,0.01
3,pima,BaggingClassifier,0.73958,0.19084,0.73958,2.05307,0.73958,0.69821,1233,0,100,0.1,0.01
3,pima,RandomForestClassifier,0.75521,0.12464,0.75521,2.29944,0.75521,0.70051,1303,0,100,0.1,0.01
3,pima,AdaBoostClassifier,0.77604,0.14431,0.56771,5.45507,0.59896,0.91195,1510,3,100,0.1,0.01
4,pima,BaggingClassifier,0.75521,0.20582,0.75521,2.16408,0.76042,0.62586,1117,1,100,0.1,0.01
4,pima,RandomForestClassifier,0.75,0.12105,0.75,2.38297,0.74479,0.60531,1083,2,100,0.1,0.01
4,pima,AdaBoostClassifier,0.73438,0.13707,0.70833,5.50844,0.70833,0.66558,1194,0,100,0.1,0.01
5,pima,BaggingClassifier,0.75521,0.18983,0.75521,1.92,0.75521,0.84774,1420,0,100,0.1,0.01
5,pima,RandomForestClassifier,0.76042,0.13355,0.76042,2.23709,0.76042,0.84045,1460,1,100,0.1,0.01
5,pima,AdaBoostClassifier,0.72396,0.13553,0.71875,5.38412,0.71875,0.95796,1587,0,100,0.1,0.01
6,pima,BaggingClassifier,0.79688,0.20121,0.79688,2.09772,0.79688,0.75605,1232,0,100,0.1,0.01
6,pima,RandomForestClassifier,0.80208,0.12057,0.80208,2.37796,0.80208,0.7715,1276,0,100,0.1,0.01
6,pima,AdaBoostClassifier,0.78646,0.13653,0.76562,5.26637,0.76562,0.9855,1598,0,100,0.1,0.01
7,pima,BaggingClassifier,0.76562,0.20481,0.76562,2.03859,0.76562,0.92651,1544,0,100,0.1,0.01
7,pima,RandomForestClassifier,0.76562,0.12331,0.76562,2.35106,0.76562,0.95747,1588,0,100,0.1,0.01
7,pima,AdaBoostClassifier,0.71354,0.14451,0.70833,5.16937,0.70833,1.01652,1791,0,100,0.1,0.01
8,pima,BaggingClassifier,0.8125,0.20121,0.8125,2.31047,0.8125,0.92359,1516,0,100,0.1,0.01
8,pima,RandomForestClassifier,0.79167,0.17106,0.79167,2.43189,0.79167,0.94345,1510,0,100,0.1,0.01
8,pima,AdaBoostClassifier,0.77083,0.1413,0.63021,5.29989,0.63021,0.8,1767,0,100,0.1,0.01
9,pima,BaggingClassifier,0.76042,0.20121,0.76042,1.97557,0.75521,0.47578,908,1,100,0.1,0.01
9,pima,RandomForestClassifier,0.75,0.15064,0.75,2.05428,0.75521,0.43049,877,3,100,0.1,0.01
9,pima,AdaBoostClassifier,0.64062,0.13567,0.69792,5.26672,0.68229,0.66155,1005,8,100,0.1,0.01
10,pima,BaggingClassifier,0.74479,0.20121,0.74479,1.85251,0.74479,0.57545,1040,0,100,0.1,0.01
10,pima,RandomForestClassifier,0.72396,0.14843,0.72396,2.04658,0.72396,0.51851,1026,0,100,0.1,0.01
10,pima,AdaBoostClassifier,0.6875,0.13696,0.65104,5.20042,0.6875,0.89525,1298,2,100,0.1,0.01
1,pima,BaggingClassifier,0.71354,0.24723,0.71354,2.74619,0.71354,0.95255,1365,1,100,0.1,0.05
1,pima,RandomForestClassifier,0.75,0.15375,0.75,3.36443,0.75,1.15562,1462,0,100,0.1,0.05
1,pima,AdaBoostClassifier,0.73958,0.20018,0.65104,5.11541,0.65104,0.86999,1663,0,100,0.1,0.05
2,pima,BaggingClassifier,0.73958,0.22627,0.73958,2.93443,0.74479,0.76698,1125,4,100,0.1,0.05
2,pima,RandomForestClassifier,0.77604,0.17884,0.77604,3.10844,0.77083,0.7673,1137,2,100,0.1,0.05
2,pima,AdaBoostClassifier,0.71354,0.16073,0.67708,5.457,0.65104,0.71284,1335,7,100,0.1,0.05
3,pima,BaggingClassifier,0.73958,0.24354,0.73958,2.66037,0.73958,0.856,1233,0,100,0.1,0.05
3,pima,RandomForestClassifier,0.75521,0.18957,0.75521,2.87545,0.75521,1.00898,1303,0,100,0.1,0.05
3,pima,AdaBoostClassifier,0.77604,0.15956,0.56771,5.57936,0.59896,0.8443,1510,3,100,0.1,0.05
4,pima,BaggingClassifier,0.75521,0.2582,0.75521,2.70535,0.76042,0.76929,1117,1,100,0.1,0.05
4,pima,RandomForestClassifier,0.75,0.14623,0.75,2.87536,0.74479,0.78998,1083,2,100,0.1,0.05
4,pima,AdaBoostClassifier,0.73438,0.15998,0.70833,5.58093,0.70833,0.68393,1194,0,100,0.1,0.05
5,pima,BaggingClassifier,0.75521,0.239,0.75521,2.47783,0.75521,1.0155,1420,0,100,0.1,0.05
5,pima,RandomForestClassifier,0.76042,0.15248,0.76042,2.68147,0.76042,1.1556,1460,1,100,0.1,0.05
5,pima,AdaBoostClassifier,0.72396,0.17147,0.71875,5.44985,0.71875,0.96843,1587,0,100,0.1,0.05
6,pima,BaggingClassifier,0.79688,0.24397,0.79688,2.67494,0.79688,0.86298,1232,0,100,0.1,0.05
6,pima,RandomForestClassifier,0.80208,0.17698,0.80208,3.06246,0.80208,0.93741,1276,0,100,0.1,0.05
6,pima,AdaBoostClassifier,0.78646,0.15614,0.76562,5.31533,0.76562,0.97344,1598,0,100,0.1,0.05
7,pima,BaggingClassifier,0.76562,0.23899,0.76562,2.61679,0.76562,1.15776,1544,0,100,0.1,0.05
7,pima,RandomForestClassifier,0.76562,0.15846,0.76562,2.85744,0.76562,1.16649,1588,0,100,0.1,0.05
7,pima,AdaBoostClassifier,0.71354,0.18714,0.70833,5.10665,0.70833,1.05056,1791,0,100,0.1,0.05
8,pima,BaggingClassifier,0.8125,0.23649,0.8125,2.89511,0.8125,1.13346,1516,0,100,0.1,0.05
8,pima,RandomForestClassifier,0.79167,0.15299,0.79167,3.09028,0.79167,1.172,1510,0,100,0.1,0.05
8,pima,AdaBoostClassifier,0.77083,0.17095,0.63021,5.21873,0.63021,0.82347,1767,0,100,0.1,0.05
9,pima,BaggingClassifier,0.76042,0.22856,0.76042,2.56729,0.75521,0.53689,908,1,100,0.1,0.05
9,pima,RandomForestClassifier,0.75,0.1535,0.75,2.61759,0.75521,0.62048,877,3,100,0.1,0.05
9,pima,AdaBoostClassifier,0.64062,0.19704,0.69792,5.53806,0.68229,0.59872,1005,8,100,0.1,0.05
10,pima,BaggingClassifier,0.74479,0.23134,0.74479,2.35403,0.74479,0.62927,1040,0,100,0.1,0.05
10,pima,RandomForestClassifier,0.72396,0.15467,0.72396,2.58717,0.72396,0.83146,1026,0,100,0.1,0.05
10,pima,AdaBoostClassifier,0.6875,0.20537,0.65104,5.59689,0.6875,0.8095,1298,2,100,0.1,0.05
1,pima,BaggingClassifier,0.71354,0.2036,0.71354,2.10015,0.71354,0.80001,1365,0,100,0.1,0.1
1,pima,RandomForestClassifier,0.75,0.12696,0.75,2.38383,0.75,0.8222,1462,0,100,0.1,0.1
1,pima,AdaBoostClassifier,0.73958,0.13522,0.65104,5.11057,0.65104,0.90167,1663,0,100,0.1,0.1
2,pima,BaggingClassifier,0.73958,0.19133,0.73958,2.39554,0.73958,0.57935,1125,0,100,0.1,0.1
2,pima,RandomForestClassifier,0.77604,0.1308,0.77604,2.35426,0.77083,0.54283,1137,2,100,0.1,0.1
2,pima,AdaBoostClassifier,0.71354,0.13648,0.67708,5.15729,0.6875,0.72009,1335,2,100,0.1,0.1
3,pima,BaggingClassifier,0.73958,0.19407,0.73958,2.05334,0.73958,0.70165,1233,0,100,0.1,0.1
3,pima,RandomForestClassifier,0.75521,0.12581,0.75521,2.13081,0.75521,0.68949,1303,0,100,0.1,0.1
3,pima,AdaBoostClassifier,0.77604,0.13551,0.56771,5.24165,0.54688,0.96201,1510,1,100,0.1,0.1
4,pima,BaggingClassifier,0.75521,0.20735,0.75521,2.17289,0.75521,0.62228,1117,0,100,0.1,0.1
4,pima,RandomForestClassifier,0.75,0.12462,0.75,2.14512,0.74479,0.55684,1083,1,100,0.1,0.1
4,pima,AdaBoostClassifier,0.73438,0.13623,0.70833,5.26976,0.70833,0.68539,1194,0,100,0.1,0.1
5,pima,BaggingClassifier,0.75521,0.19858,0.75521,1.94046,0.75521,0.85628,1420,0,100,0.1,0.1
5,pima,RandomForestClassifier,0.76042,0.12788,0.76042,2.02075,0.76042,0.83547,1460,0,100,0.1,0.1
5,pima,AdaBoostClassifier,0.72396,0.13701,0.71875,5.11454,0.71875,1.01642,1587,0,100,0.1,0.1
6,pima,BaggingClassifier,0.79688,0.20511,0.79688,2.11341,0.79688,0.77233,1232,0,100,0.1,0.1
6,pima,RandomForestClassifier,0.80208,0.1249,0.80208,2.21685,0.80208,0.74457,1276,0,100,0.1,0.1
6,pima,AdaBoostClassifier,0.78646,0.13771,0.76562,5.10046,0.76562,0.97892,1598,0,100,0.1,0.1
7,pima,BaggingClassifier,0.76562,0.19808,0.76562,1.98058,0.76562,0.93081,1544,0,100,0.1,0.1
7,pima,RandomForestClassifier,0.76562,0.1269,0.76562,2.13891,0.76562,0.91263,1588,0,100,0.1,0.1
7,pima,AdaBoostClassifier,0.71354,0.13276,0.70833,5.12905,0.70833,1.01516,1791,0,100,0.1,0.1
8,pima,BaggingClassifier,0.8125,0.20161,0.8125,2.34513,0.8125,0.88229,1516,0,100,0.1,0.1
8,pima,RandomForestClassifier,0.79167,0.13481,0.79167,2.26434,0.79167,0.86926,1510,0,100,0.1,0.1
8,pima,AdaBoostClassifier,0.77083,0.13199,0.63021,5.08942,0.63021,0.83817,1767,0,100,0.1,0.1
9,pima,BaggingClassifier,0.76042,0.19808,0.76042,2.01732,0.76042,0.50258,908,0,100,0.1,0.1
9,pima,RandomForestClassifier,0.75,0.13382,0.75,1.90946,0.75521,0.41546,877,3,100,0.1,0.1
9,pima,AdaBoostClassifier,0.64062,0.13405,0.69792,5.08856,0.64062,0.6663,1005,5,100,0.1,0.1
10,pima,BaggingClassifier,0.74479,0.19265,0.74479,1.8387,0.74479,0.59487,1040,0,100,0.1,0.1
10,pima,RandomForestClassifier,0.72396,0.12708,0.72396,1.86497,0.72396,0.50789,1026,0,100,0.1,0.1
10,pima,AdaBoostClassifier,0.6875,0.1387,0.65104,4.94336,0.6875,0.88302,1298,2,100,0.1,0.1
